person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,affected_features
33,60000,OWN,4.0,VENTURE,C,10000,13.98,0,0.17,N,7,person_emp_length
28,60000,MORTGAGE,4.0,PERSONAL,B,3500,10.25,0,0.06,N,10,person_emp_length
30,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,6000,12.73,0,0.1,Y,6,person_emp_length
29,61200,MORTGAGE,4.0,HOMEIMPROVEMENT,A,17000,6.03,0,0.28,N,10,person_emp_length
30,61200,MORTGAGE,4.0,EDUCATION,A,8000,6.62,0,0.13,N,8,person_emp_length
32,61200,MORTGAGE,4.0,HOMEIMPROVEMENT,A,15000,6.99,0,0.25,N,10,person_emp_length
27,61200,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5700,11.12,0,0.09,N,6,person_emp_length
28,62400,MORTGAGE,4.0,MEDICAL,A,5400,7.29,0,0.09,N,7,person_emp_length
31,56400,MORTGAGE,4.0,MEDICAL,C,4000,13.35,1,0.07,N,5,person_emp_length
30,648000,RENT,4.0,DEBTCONSOLIDATION,C,8000,12.73,0,0.01,Y,10,person_emp_length
31,63000,OWN,4.0,MEDICAL,A,5000,6.03,0,0.08,N,5,person_emp_length
33,63600,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8500,13.23,0,0.13,N,8,person_emp_length
27,37000,RENT,4.0,MEDICAL,B,9000,11.11,0,0.24,N,5,person_emp_length
29,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3000,6.03,0,0.05,N,7,person_emp_length
28,37200,RENT,4.0,HOMEIMPROVEMENT,D,9000,14.59,1,0.24,Y,8,person_emp_length
27,65000,MORTGAGE,4.0,VENTURE,A,6025,6.03,0,0.09,N,10,person_emp_length
35,65000,MORTGAGE,4.0,VENTURE,A,6500,5.42,0,0.1,N,5,person_emp_length
33,29736,RENT,4.0,VENTURE,B,9250,9.99,1,0.31,N,10,person_emp_length
31,21900,RENT,4.0,PERSONAL,D,9500,14.59,1,0.43,N,8,person_emp_length
29,66000,MORTGAGE,4.0,PERSONAL,A,3000,7.66,0,0.05,N,7,person_emp_length
27,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,8400,12.73,1,0.14,N,9,person_emp_length
30,66000,MORTGAGE,4.0,VENTURE,A,12000,7.51,0,0.18,N,10,person_emp_length
28,25000,RENT,4.0,MEDICAL,D,9750,18.25,1,0.39,Y,6,person_emp_length
27,24000,RENT,4.0,MEDICAL,C,10000,13.23,1,0.42,N,8,person_emp_length
30,67692,MORTGAGE,4.0,PERSONAL,C,23200,15.96,0,0.34,Y,7,person_emp_length
32,36000,RENT,4.0,VENTURE,B,10000,11.99,0,0.28,N,9,person_emp_length
28,70000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,24000,5.99,0,0.34,N,5,person_emp_length
27,54400,MORTGAGE,4.0,MEDICAL,D,15000,15.65,1,0.23,Y,9,person_emp_length
34,45000,RENT,4.0,VENTURE,B,10000,11.71,0,0.22,N,10,person_emp_length
27,45000,RENT,4.0,MEDICAL,C,10000,14.22,0,0.22,Y,6,person_emp_length
30,64000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10000,10.25,1,0.16,N,8,person_emp_length
34,10380,RENT,4.0,VENTURE,C,4250,12.68,1,0.41,Y,5,person_emp_length
33,70116,MORTGAGE,4.0,PERSONAL,B,5000,11.71,0,0.07,N,6,person_emp_length
33,70632,MORTGAGE,4.0,MEDICAL,B,1500,10.65,0,0.02,N,5,person_emp_length
33,72000,MORTGAGE,4.0,PERSONAL,A,5000,6.99,0,0.07,N,5,person_emp_length
28,72000,MORTGAGE,4.0,MEDICAL,B,22000,10.25,0,0.31,N,6,person_emp_length
35,54000,RENT,4.0,PERSONAL,A,10000,5.42,0,0.19,N,10,person_emp_length
30,60000,RENT,4.0,VENTURE,A,10000,6.03,0,0.17,N,7,person_emp_length
33,75000,MORTGAGE,4.0,PERSONAL,A,6000,7.9,0,0.08,N,8,person_emp_length
29,75000,OWN,4.0,EDUCATION,D,5000,15.62,0,0.07,N,10,person_emp_length
29,76800,OWN,4.0,VENTURE,B,2400,9.62,0,0.03,N,10,person_emp_length
28,78408,MORTGAGE,4.0,EDUCATION,C,6000,15.23,0,0.08,N,8,person_emp_length
29,79200,MORTGAGE,4.0,VENTURE,A,8000,5.42,0,0.1,N,9,person_emp_length
34,80000,MORTGAGE,4.0,PERSONAL,A,15000,6.03,0,0.19,N,10,person_emp_length
30,25536,RENT,4.0,MEDICAL,C,12000,14.79,1,0.47,Y,10,person_emp_length
32,35100,RENT,4.0,EDUCATION,A,12000,5.99,1,0.34,N,10,person_emp_length
32,35830,RENT,4.0,DEBTCONSOLIDATION,A,12000,7.51,1,0.33,N,7,person_emp_length
27,83000,MORTGAGE,4.0,VENTURE,A,8800,8.49,0,0.11,N,9,person_emp_length
28,24000,RENT,4.0,PERSONAL,C,3000,15.23,0,0.13,Y,7,person_emp_length
34,25200,RENT,4.0,VENTURE,A,3000,7.66,0,0.12,N,8,person_emp_length
27,25200,RENT,4.0,PERSONAL,D,3000,15.58,1,0.12,Y,6,person_emp_length
27,37404,OWN,4.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.16,N,6,person_emp_length
30,37200,OWN,4.0,VENTURE,A,10000,6.03,0,0.27,N,10,person_emp_length
34,85000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,6500,9.63,0,0.08,N,7,person_emp_length
27,40800,RENT,4.0,MEDICAL,C,3000,13.48,0,0.07,Y,5,person_emp_length
28,86400,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5000,7.9,0,0.06,N,8,person_emp_length
27,87360,MORTGAGE,4.0,HOMEIMPROVEMENT,B,7000,10.36,0,0.08,N,6,person_emp_length
30,15000,RENT,4.0,HOMEIMPROVEMENT,A,2700,7.29,1,0.18,N,5,person_emp_length
29,40800,RENT,4.0,VENTURE,B,2700,11.71,0,0.07,N,7,person_emp_length
29,15000,RENT,4.0,DEBTCONSOLIDATION,D,2600,16.29,1,0.17,N,10,person_emp_length
29,15889,RENT,4.0,HOMEIMPROVEMENT,A,2500,6.62,1,0.16,N,9,person_emp_length
28,16560,RENT,4.0,PERSONAL,A,2500,6.99,0,0.15,N,10,person_emp_length
32,17040,RENT,4.0,EDUCATION,A,2500,7.51,0,0.15,N,10,person_emp_length
28,93600,MORTGAGE,4.0,PERSONAL,A,35000,8.49,0,0.37,N,6,person_emp_length
31,95000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,5000,6.03,0,0.05,N,5,person_emp_length
27,32496,OWN,4.0,VENTURE,B,9200,11.86,0,0.28,N,8,person_emp_length
28,96120,MORTGAGE,4.0,VENTURE,B,15000,10.0,0,0.16,N,9,person_emp_length
27,98000,MORTGAGE,4.0,PERSONAL,B,10000,12.69,0,0.1,N,7,person_emp_length
27,31200,OWN,4.0,EDUCATION,B,6000,11.71,0,0.19,N,6,person_emp_length
31,102672,OWN,4.0,EDUCATION,A,10000,7.9,0,0.1,N,10,person_emp_length
32,84000,RENT,4.0,PERSONAL,B,14400,11.99,0,0.17,N,6,person_emp_length
28,103800,MORTGAGE,4.0,MEDICAL,C,10000,14.27,0,0.1,Y,8,person_emp_length
29,105000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,3000,5.99,0,0.03,N,6,person_emp_length
28,76113,RENT,4.0,HOMEIMPROVEMENT,C,14500,12.61,1,0.19,N,7,person_emp_length
35,106800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,6.92,0,0.07,N,9,person_emp_length
34,108000,MORTGAGE,4.0,PERSONAL,A,10000,6.91,0,0.09,N,6,person_emp_length
33,109000,MORTGAGE,4.0,MEDICAL,B,15000,11.49,0,0.14,N,5,person_emp_length
28,30144,RENT,4.0,EDUCATION,D,15000,15.95,1,0.5,Y,7,person_emp_length
27,47000,RENT,4.0,DEBTCONSOLIDATION,A,15000,8.49,1,0.32,N,10,person_emp_length
27,120000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,20000,7.51,0,0.17,N,6,person_emp_length
34,51600,RENT,4.0,MEDICAL,D,1600,15.21,1,0.03,Y,6,person_emp_length
28,24000,OWN,4.0,VENTURE,A,3000,6.91,0,0.13,N,5,person_emp_length
30,24000,OWN,4.0,PERSONAL,A,6000,5.79,0,0.25,N,9,person_emp_length
30,22800,OWN,4.0,VENTURE,A,7000,7.51,0,0.31,N,8,person_emp_length
30,22584,OWN,4.0,MEDICAL,A,5000,7.51,0,0.22,N,10,person_emp_length
28,21084,OWN,4.0,EDUCATION,A,7750,7.51,0,0.37,N,9,person_emp_length
30,19200,OWN,4.0,PERSONAL,A,2100,7.14,0,0.11,N,5,person_emp_length
29,150000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,14000,5.79,0,0.09,N,9,person_emp_length
27,160000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6000,10.99,0,0.04,N,6,person_emp_length
31,200000,MORTGAGE,4.0,VENTURE,A,9000,7.88,0,0.04,N,6,person_emp_length
27,82000,RENT,4.0,DEBTCONSOLIDATION,B,19200,9.99,0,0.23,N,8,person_emp_length
30,372000,OWN,4.0,HOMEIMPROVEMENT,B,2400,10.99,0,0.01,N,5,person_emp_length
30,9600,RENT,4.0,PERSONAL,A,1800,5.99,1,0.19,N,8,person_emp_length
28,9081,RENT,4.0,HOMEIMPROVEMENT,B,3000,10.25,1,0.33,N,6,person_emp_length
31,8412,OWN,4.0,PERSONAL,A,2500,7.14,1,0.3,N,8,person_emp_length
29,7200,RENT,4.0,VENTURE,B,2200,9.91,1,0.31,N,9,person_emp_length
32,4200,RENT,4.0,PERSONAL,C,1200,12.73,1,0.29,N,9,person_emp_length
30,25000,RENT,4.0,PERSONAL,B,3500,11.11,0,0.14,N,6,person_emp_length
34,29152,RENT,4.0,DEBTCONSOLIDATION,B,5000,10.36,0,0.17,N,10,person_emp_length
35,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6500,5.42,0,0.1,N,7,person_emp_length
27,27180,RENT,4.0,DEBTCONSOLIDATION,A,4800,7.14,0,0.18,N,5,person_emp_length
31,35142,RENT,4.0,EDUCATION,B,8000,11.11,0,0.23,N,10,person_emp_length
33,72000,MORTGAGE,4.0,VENTURE,A,5000,6.99,0,0.07,N,7,person_emp_length
34,108000,MORTGAGE,4.0,MEDICAL,A,10000,6.91,0,0.09,N,8,person_emp_length
29,60000,MORTGAGE,4.0,PERSONAL,C,14125,13.49,0,0.24,N,5,person_emp_length
29,30000,RENT,4.0,PERSONAL,E,10200,17.99,1,0.34,N,5,person_emp_length
32,45000,MORTGAGE,4.0,PERSONAL,B,7200,12.69,0,0.16,N,5,person_emp_length
35,17640,OWN,4.0,PERSONAL,D,4000,16.29,1,0.23,N,8,person_emp_length
32,61200,MORTGAGE,4.0,PERSONAL,A,15000,6.99,0,0.25,N,9,person_emp_length
33,60000,OWN,4.0,EDUCATION,C,10000,13.98,0,0.17,Y,6,person_emp_length
30,10800,OWN,4.0,PERSONAL,B,2400,9.99,1,0.22,N,7,person_emp_length
30,51372,RENT,4.0,MEDICAL,A,4500,6.39,0,0.09,N,10,person_emp_length
29,18000,RENT,4.0,DEBTCONSOLIDATION,B,6400,10.37,1,0.36,N,6,person_emp_length
30,24000,MORTGAGE,4.0,MEDICAL,A,7000,6.62,0,0.29,N,9,person_emp_length
31,16656,MORTGAGE,4.0,EDUCATION,C,2400,14.72,1,0.14,Y,5,person_emp_length
30,42000,OWN,4.0,MEDICAL,C,4000,15.23,0,0.1,Y,5,person_emp_length
35,54000,OWN,4.0,MEDICAL,A,6000,6.62,0,0.11,N,5,person_emp_length
29,30000,RENT,4.0,VENTURE,C,7200,15.27,0,0.24,Y,8,person_emp_length
28,86400,MORTGAGE,4.0,MEDICAL,A,5000,7.9,0,0.06,N,5,person_emp_length
33,24000,RENT,4.0,DEBTCONSOLIDATION,D,1000,14.91,1,0.04,Y,10,person_emp_length
30,66000,MORTGAGE,4.0,VENTURE,A,12000,7.51,0,0.18,N,9,person_emp_length
29,79200,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,5.42,0,0.1,N,5,person_emp_length
30,70000,MORTGAGE,4.0,VENTURE,B,10000,10.25,0,0.14,N,8,person_emp_length
33,14076,RENT,4.0,MEDICAL,A,4800,6.76,1,0.34,N,7,person_emp_length
28,34000,RENT,4.0,PERSONAL,A,5000,7.9,1,0.15,N,5,person_emp_length
30,25000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7000,10.99,0,0.28,N,10,person_emp_length
47,12000,OWN,4.0,MEDICAL,B,1950,12.69,1,0.16,N,12,person_emp_length
38,12000,OWN,4.0,DEBTCONSOLIDATION,A,4800,7.29,1,0.4,N,12,person_emp_length
40,56448,RENT,4.0,HOMEIMPROVEMENT,F,28000,18.62,1,0.5,N,14,person_emp_length
44,210000,MORTGAGE,4.0,VENTURE,B,25000,10.37,0,0.12,N,14,person_emp_length
36,16908,MORTGAGE,4.0,MEDICAL,A,3000,5.42,1,0.18,N,11,person_emp_length
47,18000,MORTGAGE,4.0,PERSONAL,A,3000,5.42,1,0.17,N,12,person_emp_length
36,20112,MORTGAGE,4.0,MEDICAL,A,3900,5.99,0,0.19,N,12,person_emp_length
40,21408,MORTGAGE,4.0,HOMEIMPROVEMENT,B,1500,11.12,0,0.07,N,14,person_emp_length
37,92000,RENT,4.0,DEBTCONSOLIDATION,D,20000,14.46,1,0.22,N,15,person_emp_length
44,24000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,7750,15.58,0,0.32,Y,13,person_emp_length
42,22000,RENT,4.0,DEBTCONSOLIDATION,A,1000,7.29,0,0.05,N,13,person_emp_length
44,17112,RENT,4.0,DEBTCONSOLIDATION,A,1200,7.66,0,0.07,N,14,person_emp_length
36,19200,RENT,4.0,DEBTCONSOLIDATION,B,1200,9.62,0,0.06,N,14,person_emp_length
43,51600,RENT,4.0,VENTURE,B,1500,11.86,0,0.03,N,11,person_emp_length
39,12000,RENT,4.0,VENTURE,B,2000,10.65,1,0.17,N,11,person_emp_length
39,30000,MORTGAGE,4.0,EDUCATION,A,10375,8.9,0,0.35,N,13,person_emp_length
36,52500,RENT,4.0,HOMEIMPROVEMENT,A,2250,5.42,0,0.04,N,14,person_emp_length
40,15864,RENT,4.0,MEDICAL,B,2375,11.11,0,0.15,N,12,person_emp_length
38,30132,RENT,4.0,EDUCATION,C,3000,13.85,1,0.1,N,14,person_emp_length
41,33240,OWN,4.0,MEDICAL,A,1000,7.29,0,0.03,N,17,person_emp_length
36,33600,OWN,4.0,VENTURE,E,15000,18.39,0,0.45,N,16,person_emp_length
36,33600,OWN,4.0,PERSONAL,A,3000,8.49,0,0.09,N,14,person_emp_length
38,34000,OWN,4.0,HOMEIMPROVEMENT,C,11000,13.98,0,0.32,Y,17,person_emp_length
37,35000,OWN,4.0,MEDICAL,A,16000,8.9,0,0.46,N,11,person_emp_length
40,10200,RENT,4.0,HOMEIMPROVEMENT,B,3550,11.49,1,0.35,N,15,person_emp_length
37,53976,RENT,4.0,VENTURE,D,4400,15.62,1,0.08,Y,11,person_emp_length
40,41760,MORTGAGE,4.0,MEDICAL,A,18000,5.79,0,0.43,N,14,person_emp_length
43,36000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,4000,6.62,1,0.11,N,16,person_emp_length
39,42000,MORTGAGE,4.0,PERSONAL,A,5000,8.49,0,0.12,N,11,person_emp_length
48,36655,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,12.69,1,0.41,N,16,person_emp_length
36,43776,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,7.88,0,0.14,N,15,person_emp_length
36,26000,RENT,4.0,DEBTCONSOLIDATION,B,8500,10.62,1,0.33,N,14,person_emp_length
43,45000,OWN,4.0,MEDICAL,B,2000,11.49,0,0.04,N,17,person_emp_length
50,45600,MORTGAGE,4.0,PERSONAL,A,5000,7.9,0,0.11,N,16,person_emp_length
39,48000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3000,5.42,0,0.06,N,11,person_emp_length
37,42000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3000,6.17,1,0.07,N,13,person_emp_length
38,48000,OWN,4.0,VENTURE,A,7600,7.88,0,0.16,N,11,person_emp_length
36,49000,OWN,4.0,PERSONAL,D,4200,16.02,0,0.09,Y,13,person_emp_length
40,32400,RENT,4.0,HOMEIMPROVEMENT,A,6000,7.9,1,0.19,N,15,person_emp_length
44,43200,RENT,4.0,MEDICAL,A,6000,5.42,0,0.14,N,11,person_emp_length
37,29000,RENT,4.0,PERSONAL,B,6725,8.88,0,0.23,N,16,person_emp_length
43,35000,RENT,4.0,PERSONAL,A,6400,8.9,0,0.18,N,14,person_emp_length
38,57000,OWN,4.0,HOMEIMPROVEMENT,D,15000,17.27,0,0.26,N,16,person_emp_length
41,57253,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8500,5.79,0,0.15,N,11,person_emp_length
39,24000,RENT,4.0,VENTURE,C,8000,13.8,1,0.33,N,12,person_emp_length
38,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,7.66,0,0.2,N,15,person_emp_length
43,50000,RENT,4.0,HOMEIMPROVEMENT,A,8000,7.49,0,0.16,N,16,person_emp_length
42,25000,RENT,4.0,MEDICAL,A,10000,6.99,1,0.4,N,17,person_emp_length
36,12000,RENT,4.0,MEDICAL,B,4000,10.62,1,0.33,N,11,person_emp_length
41,41435,RENT,4.0,MEDICAL,E,10000,16.45,1,0.24,N,17,person_emp_length
37,66000,MORTGAGE,4.0,EDUCATION,B,25000,11.86,1,0.38,N,13,person_emp_length
37,75000,MORTGAGE,4.0,MEDICAL,A,6000,6.03,0,0.08,N,11,person_emp_length
44,62400,RENT,4.0,HOMEIMPROVEMENT,E,10000,16.82,1,0.16,N,15,person_emp_length
37,77000,MORTGAGE,4.0,MEDICAL,A,4500,6.99,0,0.06,N,12,person_emp_length
49,77736,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,6.03,0,0.1,N,17,person_emp_length
38,86760,MORTGAGE,4.0,PERSONAL,D,5000,15.58,0,0.06,N,12,person_emp_length
42,78000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,5.42,1,0.09,N,15,person_emp_length
36,30000,OWN,4.0,VENTURE,B,8000,9.99,0,0.27,N,15,person_emp_length
38,26400,OWN,4.0,HOMEIMPROVEMENT,C,4750,12.73,0,0.18,Y,14,person_emp_length
41,43439,RENT,4.0,MEDICAL,C,15000,12.73,1,0.35,N,15,person_emp_length
39,11820,RENT,4.0,MEDICAL,B,1500,11.11,0,0.13,N,11,person_emp_length
41,125000,MORTGAGE,4.0,VENTURE,A,14975,6.03,0,0.12,N,16,person_emp_length
43,125000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8800,7.88,0,0.07,N,13,person_emp_length
37,60000,RENT,4.0,DEBTCONSOLIDATION,B,15000,12.42,0,0.25,N,15,person_emp_length
39,134000,MORTGAGE,4.0,VENTURE,B,25000,10.25,0,0.19,N,17,person_emp_length
44,200000,MORTGAGE,4.0,VENTURE,A,20000,7.51,0,0.1,N,11,person_emp_length
40,15864,RENT,4.0,DEBTCONSOLIDATION,B,2375,11.11,0,0.15,N,12,person_emp_length
39,12000,RENT,4.0,DEBTCONSOLIDATION,B,2000,10.65,1,0.17,N,16,person_emp_length
47,18000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3000,5.42,1,0.17,N,13,person_emp_length
44,62400,RENT,4.0,PERSONAL,E,10000,16.82,1,0.16,N,15,person_emp_length
39,48000,MORTGAGE,4.0,MEDICAL,A,3000,5.42,0,0.06,N,16,person_emp_length
40,21408,MORTGAGE,4.0,MEDICAL,B,1500,11.12,0,0.07,N,17,person_emp_length
41,43439,RENT,4.0,VENTURE,C,15000,12.73,1,0.35,Y,15,person_emp_length
43,51600,RENT,4.0,VENTURE,B,1500,11.86,0,0.03,N,12,person_emp_length
38,30132,RENT,4.0,MEDICAL,C,3000,13.85,1,0.1,Y,14,person_emp_length
38,12000,OWN,4.0,EDUCATION,A,4800,7.29,1,0.4,N,12,person_emp_length
51,18408,RENT,4.0,PERSONAL,C,1000,14.65,1,0.05,Y,20,person_emp_length
70,39996,RENT,4.0,MEDICAL,C,3600,15.23,0,0.09,Y,19,person_emp_length
56,32400,RENT,4.0,MEDICAL,A,8575,7.51,0,0.26,N,18,person_emp_length
53,54000,RENT,4.0,MEDICAL,D,10000,14.59,1,0.19,Y,27,person_emp_length
